age,gender,travel_preferences,destination,duration,purpose,user_budget,actual_expenses,current_location_latitude,current_location_longitude,destination_latitude,destination_longitude,distance,current_cost_of_living_index,destination_cost_of_living_index,accommodation_type,accommodation_cost_per_night,transportation_mode,transportation_cost,daily_meal_expenses,average_restaurant_prices,planned_activities,weather_data,local_events
60,5,2,Telangana,23,2,5000.0,8849.36,15.205877,121.0312325,15.166164,70.1291,1478889,185,368,0,1000.0,1,5000.0,907.33,8861.81,education,sunny,sports event
51,6,0,Uttar Pradesh,22,2,15000.0,39574.7,32.242003,5.55,14.458089,73.0444,283023,639,202,0,2000.0,2,100.0,729.32,4562.74,shopping,sunny,music festival
41,5,1,Andhra Pradesh,27,0,500.0,15934.64,26.99715,69.1809574,25.728552,71.6903,436416,923,86,0,2000.0,2,500.0,453.02,2355.16,hiking,cloudy,sports event
49,5,0,Chhattisgarh,27,0,50000.0,11924.01,15.171325,6.624795,9.20205,90.689,617142,297,274,0,2000.0,2,1000.0,923.08,2095.26,hiking,sunny,art exhibition
84,5,2,Gujarat,27,0,100.0,24944.04,34.969133,26.2103909,13.024823,90.8675,814,280,533,0,1000.0,2,2000.0,644.79,5939.97,education,sunny,sports event
24,5,1,Rajasthan,16,2,2000.0,42058.37,23.482142,2.3394209,18.142207,83.3243,34607,263,326,2,500.0,0,5000.0,396.33,9997.78,sightseeing,rainy,sports event
85,2,2,Sikkim,6,2,25000.0,42096.13,10.782861,2.8002946,13.124415,92.9243,1064364,918,992,2,500.0,0,2000.0,574.6,3401.0,education,sunny,art exhibition
53,2,2,Chhattisgarh,21,0,1000.0,46334.43,31.074966,0.5465548,14.637451,87.7165,298117,265,21,0,1000.0,0,1000.0,392.41,7592.33,shopping,sunny,art exhibition
56,5,2,Telangana,6,1,2000.0,45847.27,36.259619,108.273158,14.14701,80.7218,1340180,95,117,1,1000.0,0,500.0,653.96,3324.15,vacation,sunny,art exhibition
79,5,1,Bihar,9,1,15000.0,6661.32,13.428496,-57.4655544,34.34148,80.1414,746525,470,423,2,1000.0,0,1000.0,781.19,2047.87,education,sunny,art exhibition
50,5,1,Rajasthan,22,2,35000.0,2897.94,11.404921,82.8518405,19.885989,89.9368,709713,399,427,2,2000.0,1,2000.0,212.36,5492.44,education,rainy,art exhibition
36,5,1,Haryana,11,1,1000.0,41661.72,34.974896,18.0754478,23.143073,80.8088,1217706,891,296,1,2000.0,2,5000.0,4.72,7311.61,shopping,rainy,sports event
19,5,2,Kerala,7,2,1000.0,25942.95,25.542229,116.42675,28.518125,81.6332,314308,475,776,2,100.0,0,500.0,824.86,3337.47,sightseeing,rainy,sports event
34,2,1,Nagaland,7,2,50000.0,34564.98,25.863298,120.9428802,19.862507,72.6826,854214,237,48,1,1000.0,1,2000.0,800.89,2337.41,education,rainy,music festival
29,5,1,Punjab,20,0,2000.0,49568.01,12.800157,115.858361,9.138637,69.8107,1398232,519,996,2,500.0,2,5000.0,674.88,2628.86,hiking,cloudy,music festival
48,2,0,Maharashtra,26,1,1000.0,27174.05,34.899501,47.6489641,23.8922,86.5168,84055,733,406,1,2000.0,0,5000.0,411.19,5517.51,sightseeing,rainy,sports event
45,5,1,Maharashtra,18,0,1000.0,31347.31,17.674173,111.945153,9.126217,93.8069,432156,706,410,1,500.0,0,2000.0,952.23,5431.27,hiking,rainy,art exhibition
37,2,0,Bihar,11,0,5000.0,34263.73,24.870361,9.8627243,36.233272,88.1217,421616,377,481,1,1000.0,1,5000.0,246.9,8054.71,hiking,sunny,music festival
25,2,2,Andhra Pradesh,11,0,35000.0,12201.3,14.715628,-67.4686475,24.984377,72.5836,340345,537,676,2,2000.0,2,1000.0,791.92,4044.08,education,rainy,sports event
20,2,2,Haryana,4,1,35000.0,14067.4,30.44595,-47.8448116,31.511673,88.8541,1247577,403,290,1,100.0,2,1000.0,573.53,1064.37,sightseeing,rainy,art exhibition
36,5,1,Madhya Pradesh,19,0,10000.0,4001.31,12.203389,123.086276,13.892063,69.6214,865346,750,860,2,2000.0,2,500.0,358.35,8586.16,vacation,rainy,art exhibition
85,5,1,Chhattisgarh,17,0,35000.0,28283.81,34.623607,136.1957329,30.023697,93.4541,3430,445,543,0,2000.0,1,2000.0,530.0,2664.9,shopping,rainy,art exhibition
32,2,0,Haryana,26,2,100.0,42787.92,14.760235,-48.6891129,9.950606,84.0126,519409,717,949,0,500.0,0,100.0,721.38,3263.35,shopping,rainy,music festival
37,5,1,Madhya Pradesh,11,2,500.0,11561.42,27.498277,-74.4584245,28.327316,87.6996,360674,32,163,2,100.0,0,500.0,808.0,860.13,vacation,rainy,art exhibition
32,2,1,Meghalaya,8,2,100.0,40012.06,19.904046,23.7240855,27.547056,88.8924,1053128,144,81,0,100.0,0,500.0,593.61,3888.37,education,rainy,art exhibition
26,7,0,Goa,14,0,25000.0,11299.82,18.11306,89.099242,18.685658,81.0974,785954,491,848,0,2000.0,1,500.0,780.64,5782.05,shopping,cloudy,art exhibition
23,3,1,Andhra Pradesh,3,2,5000.0,7530.85,18.838888,-1.8090692,14.621445,69.1516,542750,790,674,2,500.0,2,100.0,913.39,8663.25,sightseeing,cloudy,sports event
19,2,2,Mizoram,20,0,1000.0,49918.41,30.854191,43.6723087,26.530353,82.4721,461311,412,644,2,1000.0,1,5000.0,867.05,9036.49,shopping,cloudy,sports event
64,2,1,Manipur,12,2,500.0,36491.56,11.020853,109.742421,10.69727,72.043,286275,133,663,1,1000.0,1,5000.0,100.26,211.27,vacation,cloudy,art exhibition
21,2,0,Punjab,9,0,15000.0,7811.9,21.278772,25.9257256,24.669547,91.3117,1062598,414,427,0,2000.0,0,1000.0,361.07,4776.04,sightseeing,rainy,art exhibition
60,7,1,Nagaland,25,2,35000.0,4219.38,19.605806,114.987561,33.618464,70.7059,1360388,833,361,1,500.0,1,500.0,920.39,9548.4,shopping,cloudy,music festival
57,5,0,Sikkim,5,1,100.0,4993.16,19.777526,122.9634852,22.37861,74.7809,184950,810,289,1,1000.0,2,2000.0,820.29,5854.95,education,sunny,music festival
47,5,2,Telangana,13,1,15000.0,19427.02,19.947744,-133.72181,31.923744,87.792,1230360,872,807,0,500.0,0,500.0,545.08,6551.11,vacation,cloudy,sports event
50,2,0,Uttar Pradesh,13,0,10000.0,45849.84,30.56697,33.5490078,26.347529,75.9634,306189,235,94,0,2000.0,0,100.0,322.31,6434.91,shopping,rainy,sports event
56,5,0,Kerala,13,2,35000.0,49293.71,26.937408,121.0589081,36.03483,88.5427,246116,408,451,0,1000.0,2,5000.0,293.85,5489.1,education,sunny,art exhibition
21,5,0,Nagaland,25,2,5000.0,21992.13,26.615839,43.1936525,15.52017,97.0615,555266,149,145,2,2000.0,0,100.0,592.36,6287.16,sightseeing,rainy,music festival
50,0,2,Haryana,14,0,35000.0,38772.4,33.268463,121.3009798,32.108455,91.5085,849198,179,278,2,2000.0,0,500.0,572.96,2048.62,shopping,cloudy,sports event
68,2,2,Assam,13,1,50000.0,21766.5,18.792885,120.6626572,13.13954,70.2328,310187,770,962,1,500.0,2,5000.0,175.14,9824.15,sightseeing,cloudy,sports event
72,2,0,Assam,17,2,5000.0,104.43,36.154743,20.1563519,31.317412,81.5947,809664,84,735,0,2000.0,0,1000.0,638.38,4314.18,vacation,rainy,music festival
43,1,2,Telangana,29,2,15000.0,28160.01,28.388149,53.873969,9.702642,92.0551,396591,439,406,1,2000.0,2,1000.0,341.67,8215.46,hiking,sunny,art exhibition
22,2,2,Jharkhand,15,1,35000.0,32429.2,16.081237,100.0135929,22.652044,72.8586,1314051,736,272,0,100.0,2,2000.0,9.94,4182.07,sightseeing,sunny,sports event
82,5,1,Madhya Pradesh,24,0,25000.0,14865.56,28.261337,-0.3907558,17.102543,85.1685,905646,313,11,2,500.0,0,2000.0,34.27,538.6,sightseeing,rainy,music festival
71,2,1,Andhra Pradesh,28,1,10000.0,25966.62,16.879943,27.4772798,34.177519,84.0908,555741,666,107,1,100.0,2,5000.0,530.89,3018.2,education,sunny,sports event
33,2,2,Manipur,18,1,500.0,33090.01,15.681513,37.1414146,32.636349,81.0978,897757,650,323,0,500.0,2,2000.0,919.22,4234.85,education,rainy,art exhibition
33,5,0,Andhra Pradesh,11,1,25000.0,14944.83,16.37803,-77.9530942,23.901628,79.1205,962964,258,996,0,100.0,2,1000.0,901.56,3230.36,vacation,rainy,art exhibition
27,2,2,Odisha,16,0,25000.0,24333.31,8.343482,32.4212424,13.978231,70.821,1395131,123,560,1,1000.0,0,5000.0,542.34,7834.82,education,sunny,sports event
51,5,1,Assam,7,1,5000.0,45443.65,36.314047,-49.1166441,9.44322,86.9993,33645,861,705,1,1000.0,2,2000.0,809.55,221.2,sightseeing,rainy,music festival
54,4,2,Uttar Pradesh,13,1,35000.0,31376.9,9.55287,117.742101,9.99746,70.2164,129179,421,423,1,100.0,2,2000.0,8.97,4117.13,vacation,cloudy,art exhibition
23,2,0,Assam,23,0,5000.0,32851.55,31.809112,19.00874,24.882758,80.1065,749996,151,339,1,2000.0,1,500.0,71.55,3204.34,hiking,sunny,music festival
54,6,1,Sikkim,15,1,500.0,22965.32,24.894969,99.0571089,18.729149,86.4683,1260830,136,575,1,2000.0,1,100.0,366.41,8384.07,education,sunny,art exhibition
25,2,0,Punjab,20,2,50000.0,36215.56,16.748852,14.666088,27.102497,72.5569,1460129,386,917,2,100.0,0,5000.0,956.81,9904.27,shopping,sunny,art exhibition
39,5,2,Andhra Pradesh,4,2,500.0,25150.85,21.183687,37.5826719,35.397695,95.6783,1461908,31,190,1,1000.0,2,2000.0,227.24,6939.93,hiking,cloudy,music festival
56,2,1,Punjab,2,1,25000.0,8597.74,28.25318,31.9925717,20.390131,88.4456,1380920,625,144,1,500.0,0,100.0,761.26,4521.59,education,rainy,music festival
43,2,2,Chhattisgarh,7,1,500.0,49550.59,16.567062,15.4902722,9.755276,72.5874,343318,399,856,0,2000.0,0,100.0,647.21,559.67,sightseeing,rainy,sports event
51,2,2,Himachal Pradesh,12,1,500.0,24569.93,13.811115,61.7405126,36.728128,69.6873,38046,841,54,0,100.0,1,5000.0,744.28,8980.09,education,rainy,sports event
41,6,1,Telangana,15,1,100.0,349.06,36.051684,3.3941571,32.975798,74.5393,434265,92,417,0,1000.0,2,1000.0,828.77,8433.6,vacation,sunny,art exhibition
76,5,2,Rajasthan,29,0,5000.0,1475.64,20.522233,-7.5927209,22.177168,95.4607,699504,821,587,1,1000.0,0,2000.0,993.4,1648.02,education,sunny,art exhibition
82,2,0,Andhra Pradesh,20,0,35000.0,38041.65,13.835153,-51.3906526,23.01226,93.8114,1433546,82,184,1,2000.0,2,2000.0,422.08,9267.58,hiking,cloudy,art exhibition
57,5,2,Meghalaya,16,0,50000.0,40269.64,36.543015,121.429477,23.001256,83.5393,1016180,615,299,1,100.0,2,1000.0,838.47,5036.78,vacation,sunny,art exhibition
47,6,0,Assam,2,0,500.0,35144.48,28.72097,-49.8956943,17.794833,92.5155,523222,62,39,0,100.0,2,2000.0,891.6,6003.19,sightseeing,cloudy,art exhibition
22,2,0,Punjab,1,2,10000.0,46405.38,32.96037,21.9055846,23.600533,95.8566,423497,157,283,0,1000.0,2,100.0,761.33,5856.14,education,rainy,sports event
18,5,1,Himachal Pradesh,22,2,5000.0,11835.56,28.163819,-88.831192,13.899799,89.349,1468602,703,395,2,500.0,1,100.0,408.32,953.74,sightseeing,rainy,sports event
39,2,2,Rajasthan,14,0,500.0,3689.16,21.39333,114.182575,29.470099,83.5741,480663,297,493,1,500.0,2,500.0,879.43,4101.78,vacation,cloudy,sports event
83,7,0,Telangana,25,0,15000.0,36304.7,11.755262,37.40292,14.143573,94.4462,1211729,797,116,1,1000.0,2,500.0,314.27,4633.0,hiking,cloudy,art exhibition
29,2,0,Uttar Pradesh,3,2,500.0,49862.76,31.696617,139.3844092,21.958097,89.9676,1313101,374,503,0,500.0,1,2000.0,936.75,5795.36,hiking,sunny,art exhibition
76,5,1,Maharashtra,18,2,1000.0,11747.09,29.453908,-8.8830265,8.92302,95.7035,151914,604,251,2,500.0,2,100.0,390.09,7876.2,vacation,cloudy,sports event
63,2,0,Punjab,12,1,50000.0,46580.28,16.757757,-0.3419882,22.591338,93.2661,798093,485,131,1,2000.0,1,1000.0,605.61,7146.82,vacation,sunny,music festival
50,5,0,Meghalaya,24,1,50000.0,6229.28,22.39917,99.2272939,32.514933,87.799,1101982,465,260,2,2000.0,0,5000.0,77.06,4164.39,sightseeing,sunny,sports event
75,5,1,Rajasthan,16,0,35000.0,16790.69,19.071123,6.0280525,25.110503,91.1153,1373414,70,399,0,2000.0,1,1000.0,860.2,8792.32,shopping,cloudy,music festival
71,2,0,Karnataka,12,2,10000.0,12794.48,16.673336,36.4158225,35.251967,74.6654,911693,162,738,0,2000.0,0,1000.0,821.86,9050.97,sightseeing,sunny,art exhibition
54,5,2,Bihar,27,2,100.0,29857.21,21.638677,-57.2705691,16.159484,91.3259,391285,859,818,2,1000.0,1,5000.0,622.24,5215.01,sightseeing,sunny,music festival
28,0,0,Chhattisgarh,19,2,10000.0,5399.88,21.413032,-8.4907289,27.74698,89.7626,1184410,234,242,1,2000.0,0,5000.0,364.47,6145.28,hiking,rainy,sports event
54,2,1,Goa,5,2,25000.0,38042.61,9.333465,57.4796981,10.770664,93.0256,1246016,103,550,0,500.0,0,500.0,543.51,9981.09,shopping,cloudy,art exhibition
29,5,0,Arunachal Pradesh,4,0,35000.0,42500.46,33.862047,-71.8363794,18.173295,90.1614,520602,984,132,0,1000.0,2,2000.0,271.77,1458.81,sightseeing,sunny,art exhibition
20,2,1,Jharkhand,26,2,35000.0,25879.71,16.686898,-100.2602364,16.332116,80.4825,1203526,154,648,1,2000.0,2,2000.0,99.03,1777.55,vacation,cloudy,art exhibition
32,5,1,Himachal Pradesh,27,2,2000.0,15979.43,31.657964,121.1241334,16.123871,90.4307,261735,112,978,2,100.0,2,100.0,345.28,272.9,education,rainy,sports event
60,2,2,Assam,11,1,5000.0,32394.75,33.862995,-46.5450499,31.20863,88.0232,173768,607,591,1,1000.0,2,1000.0,464.28,3910.51,education,cloudy,music festival
30,1,0,Maharashtra,1,0,2000.0,29282.19,11.654127,130.6026459,24.887645,71.0659,1192104,612,886,0,2000.0,2,500.0,734.54,6856.12,hiking,sunny,sports event
43,2,1,Punjab,13,2,100.0,32291.91,27.797219,100.825981,23.51089,79.1777,379584,226,32,0,100.0,1,100.0,600.22,1326.94,shopping,sunny,sports event
47,5,2,Sikkim,19,1,50000.0,26672.07,12.122579,120.047651,22.644256,91.5455,473062,929,671,2,500.0,0,1000.0,546.9,4675.91,vacation,sunny,music festival
59,2,2,Manipur,6,1,2000.0,24017.34,10.971459,23.2352639,9.67088,81.2877,11307,985,727,0,1000.0,2,100.0,877.04,9135.4,shopping,cloudy,sports event
51,2,1,Nagaland,19,0,50000.0,29993.18,24.847401,22.7098053,14.827475,76.5103,421699,710,382,1,1000.0,0,100.0,312.99,236.96,hiking,sunny,sports event
22,2,0,Bihar,14,1,100.0,45840.07,30.397028,86.2970998,18.459268,82.5566,1335837,152,618,1,100.0,2,2000.0,458.61,3961.41,education,cloudy,art exhibition
48,2,2,Bihar,26,1,35000.0,48739.87,17.708162,-74.2932,8.513311,75.543,714735,802,920,0,1000.0,0,5000.0,956.27,5500.47,shopping,cloudy,sports event
18,2,1,Odisha,25,1,500.0,18853.42,12.568856,109.715304,35.677352,69.3949,105720,771,149,2,100.0,2,2000.0,479.03,5409.79,hiking,cloudy,sports event
58,2,2,Kerala,26,2,10000.0,2992.72,16.561816,-43.2110663,17.037891,78.2135,1003285,597,710,1,100.0,1,2000.0,287.72,9017.09,vacation,cloudy,art exhibition
27,2,1,Karnataka,16,2,500.0,2385.32,14.382989,55.8727412,9.498069,69.4407,1310261,171,556,1,500.0,0,100.0,293.98,6236.96,vacation,sunny,art exhibition
19,5,1,Kerala,23,0,50000.0,47143.46,35.357292,23.1369121,8.973162,94.7386,320086,718,603,0,500.0,2,2000.0,120.24,8659.68,sightseeing,rainy,art exhibition
56,5,1,Assam,20,1,35000.0,49786.36,20.528176,124.3654402,21.342391,80.0295,952816,615,506,0,2000.0,1,500.0,991.66,3685.42,sightseeing,rainy,sports event
40,2,0,Tamil Nadu,14,0,10000.0,4267.46,22.754646,60.3414529,22.066986,92.0207,498186,710,101,1,1000.0,2,100.0,244.39,7506.93,education,rainy,art exhibition
26,5,1,Telangana,3,0,1000.0,45485.68,9.992723,27.3166945,9.023718,84.595,1496567,719,875,2,1000.0,1,1000.0,281.65,7919.45,sightseeing,rainy,sports event
70,5,0,Arunachal Pradesh,3,0,35000.0,32805.66,15.138509,105.652983,24.687675,87.5977,167960,642,347,2,500.0,2,5000.0,59.57,1787.99,hiking,rainy,art exhibition
80,2,0,Uttar Pradesh,7,1,100.0,207.38,35.021937,13.0744097,20.91924,74.0942,542985,754,990,2,1000.0,0,1000.0,631.0,8030.55,hiking,cloudy,music festival
65,5,0,Rajasthan,29,1,10000.0,5739.99,12.542418,-66.054451,21.544049,85.8671,241152,324,893,1,1000.0,0,100.0,765.32,3502.49,hiking,cloudy,art exhibition
62,2,2,Gujarat,28,0,10000.0,5191.61,24.541527,113.358579,8.778438,95.6893,612726,829,365,1,100.0,0,1000.0,652.75,1362.37,education,cloudy,sports event
32,5,0,Assam,3,0,1000.0,32969.82,9.06318,118.186288,10.813291,71.7845,1055050,417,593,0,500.0,2,5000.0,707.37,7139.84,education,cloudy,sports event
45,0,1,Assam,21,2,1000.0,24434.15,13.383215,48.4692545,30.349058,84.4084,119748,807,552,0,1000.0,2,100.0,646.51,3170.26,education,rainy,sports event
64,3,2,Himachal Pradesh,3,0,25000.0,32162.01,13.497418,12.9533224,32.470744,90.6945,627743,994,304,2,1000.0,0,1000.0,277.58,4640.99,sightseeing,sunny,music festival
74,7,0,Telangana,28,2,100.0,32335.79,18.982788,110.496593,13.017506,76.2754,1044674,507,529,0,1000.0,2,1000.0,998.2,3529.51,sightseeing,rainy,music festival
40,2,2,Andhra Pradesh,13,0,1000.0,4410.09,29.010248,121.3345633,24.174189,75.7759,736763,795,870,2,100.0,1,100.0,392.67,6521.85,education,sunny,music festival
37,5,1,Telangana,29,2,100.0,27886.28,24.021877,112.899762,20.067495,93.7544,705927,821,652,1,500.0,0,500.0,883.41,6830.21,education,rainy,art exhibition
62,0,0,Bihar,21,1,25000.0,41884.98,32.733305,42.0289058,24.673065,70.2759,1451248,421,560,1,1000.0,1,5000.0,726.1,1490.6,shopping,rainy,music festival
31,2,1,Kerala,14,2,500.0,30520.76,15.25472,48.4782419,11.957307,89.7501,1101889,393,718,0,2000.0,0,5000.0,729.04,9436.99,hiking,sunny,sports event
37,5,2,Goa,18,0,25000.0,23.52,19.598275,111.9641728,26.697383,69.7164,754372,264,411,0,1000.0,2,500.0,934.74,8424.16,hiking,rainy,art exhibition
77,3,1,Kerala,6,2,5000.0,10259.65,33.12578,109.412626,14.115045,90.8734,727792,819,757,1,2000.0,0,2000.0,252.61,9080.58,hiking,sunny,sports event
83,5,0,Meghalaya,11,2,1000.0,12112.95,12.709016,124.815974,23.714687,89.8151,266459,719,701,0,1000.0,2,1000.0,459.0,2315.3,education,rainy,music festival
38,5,2,Gujarat,16,1,1000.0,49451.91,26.923751,-97.5294628,12.141693,71.7536,928415,935,773,1,1000.0,2,500.0,841.02,8094.71,shopping,sunny,art exhibition
80,7,2,Kerala,19,2,35000.0,1218.4,11.575341,15.8789679,16.68484,74.0576,951751,391,776,1,2000.0,0,100.0,312.53,9597.58,education,cloudy,music festival
44,2,2,Jharkhand,18,1,25000.0,35186.75,29.766496,112.859759,22.735165,74.3963,67079,387,92,2,100.0,0,100.0,676.64,744.66,sightseeing,sunny,music festival
59,5,0,Madhya Pradesh,12,1,15000.0,32763.29,20.711559,106.3787583,17.411661,72.2523,1060740,863,139,1,100.0,1,2000.0,605.96,5236.29,education,rainy,sports event
42,2,2,Odisha,23,0,50000.0,39667.3,17.736625,118.17771,9.01149,78.8415,156752,475,190,2,2000.0,0,1000.0,499.8,5024.49,sightseeing,sunny,art exhibition
45,5,1,Maharashtra,19,1,1000.0,13086.37,29.115289,110.404001,10.484602,74.1774,1067546,652,893,1,100.0,1,100.0,18.58,6288.87,hiking,rainy,music festival
48,5,1,Tamil Nadu,3,1,10000.0,1184.33,17.221549,41.6873842,8.322027,73.8874,277513,814,955,1,2000.0,2,5000.0,1.28,3107.26,shopping,cloudy,sports event
79,5,0,Meghalaya,22,0,5000.0,9887.09,28.273401,103.8832261,10.203659,75.6821,1466473,609,908,1,1000.0,0,500.0,969.54,1588.12,vacation,cloudy,music festival
34,6,0,Goa,10,0,10000.0,28736.53,14.076562,120.882428,11.891868,73.5847,413875,524,856,1,2000.0,2,2000.0,918.85,4853.82,hiking,sunny,sports event
44,2,0,Kerala,14,1,1000.0,48212.87,24.12177,-57.8516627,32.863778,75.2374,1386761,553,72,2,2000.0,2,2000.0,319.34,5955.45,vacation,cloudy,art exhibition
34,2,1,Goa,18,0,15000.0,36095.35,19.099861,23.3268124,35.617927,95.6593,1126788,768,402,0,100.0,2,500.0,463.02,8617.1,sightseeing,rainy,music festival
35,3,1,Chhattisgarh,11,0,10000.0,42257.15,12.361095,22.0383248,17.326502,76.7851,338900,35,550,1,100.0,2,2000.0,245.92,7778.82,sightseeing,rainy,art exhibition
71,5,0,Punjab,24,1,2000.0,9572.12,34.231015,105.9200531,9.184966,85.7969,600954,148,157,1,100.0,2,1000.0,508.16,6831.4,education,rainy,music festival
21,2,0,Haryana,23,1,25000.0,43404.94,13.659711,113.6799766,26.832596,82.3294,360373,302,618,2,100.0,1,500.0,418.26,1216.54,hiking,cloudy,art exhibition
59,5,0,Bihar,8,2,10000.0,23668.0,35.050727,19.446007,35.594971,88.2827,574851,170,423,1,500.0,2,5000.0,417.3,6738.67,sightseeing,sunny,art exhibition
25,5,2,Madhya Pradesh,6,1,1000.0,26956.07,19.315266,104.626282,14.063422,75.7753,1444732,462,769,0,100.0,2,100.0,821.82,7740.76,education,sunny,music festival
30,2,0,Tamil Nadu,11,2,50000.0,19615.03,28.679673,121.293284,8.75554,91.2697,971125,968,978,2,1000.0,2,500.0,385.65,2479.49,vacation,sunny,art exhibition
62,7,1,Maharashtra,27,1,500.0,34203.29,25.114682,-87.9610905,32.036364,78.8032,1317289,607,998,1,500.0,1,2000.0,978.72,270.03,hiking,cloudy,music festival
19,2,0,Uttar Pradesh,25,1,5000.0,41609.97,11.912504,110.6129124,22.520928,76.0521,1317042,600,591,1,500.0,2,5000.0,476.11,5873.42,vacation,rainy,music festival
19,7,0,Madhya Pradesh,20,0,35000.0,12077.08,12.265432,8.9245343,13.699736,77.2286,1329667,458,487,1,2000.0,2,2000.0,914.75,4361.35,vacation,sunny,art exhibition
62,1,2,Assam,29,0,25000.0,48676.81,30.57754,105.6441852,27.188482,71.6469,1498585,427,229,2,2000.0,1,2000.0,229.15,8248.56,vacation,cloudy,art exhibition
51,5,0,Karnataka,26,0,35000.0,46750.91,24.710862,37.3727638,18.623771,76.1724,644802,185,909,2,100.0,0,100.0,651.53,3394.93,shopping,sunny,music festival
48,2,2,Sikkim,12,2,25000.0,19500.42,31.818714,121.017819,29.069377,96.7212,1284432,659,645,2,100.0,1,5000.0,218.61,8561.7,vacation,sunny,music festival
63,5,0,Nagaland,28,0,10000.0,32094.05,8.461631,-40.4976324,16.715142,87.4349,1402720,222,430,0,500.0,0,1000.0,546.95,7475.19,education,sunny,art exhibition
28,2,2,Tamil Nadu,27,0,1000.0,3701.08,15.80205,11.9417454,11.287122,86.2945,1449651,418,493,1,500.0,1,1000.0,795.72,4382.4,shopping,cloudy,sports event
69,2,2,Odisha,29,0,50000.0,3831.76,13.114903,120.851094,9.000772,74.6219,354363,886,391,2,100.0,2,1000.0,927.1,5874.62,shopping,sunny,sports event
62,5,2,Punjab,28,1,35000.0,42675.2,16.567571,5.8978018,20.796452,81.0911,432513,326,597,0,1000.0,0,1000.0,745.85,4095.41,vacation,cloudy,art exhibition
42,2,1,Andhra Pradesh,21,2,25000.0,20929.02,9.751921,95.38872,8.663208,87.8419,882114,720,452,1,100.0,1,1000.0,895.17,3090.66,shopping,sunny,art exhibition
26,5,1,Himachal Pradesh,11,1,1000.0,12051.13,26.254373,2.8002946,36.586157,96.3197,1420534,967,440,1,100.0,1,100.0,443.74,3489.87,education,sunny,art exhibition
33,2,2,Assam,18,1,100.0,48236.13,17.206564,30.3414908,17.310808,75.7752,36469,157,158,1,500.0,1,1000.0,234.85,65.45,hiking,sunny,music festival
22,5,2,Rajasthan,23,2,35000.0,46326.63,17.983887,48.329762,10.659941,81.9407,668739,500,261,1,1000.0,2,500.0,410.67,4040.25,sightseeing,cloudy,sports event
45,5,1,Sikkim,24,0,25000.0,22833.8,30.636607,36.5499837,34.98272,82.6345,632581,13,984,0,2000.0,2,100.0,225.21,424.39,hiking,sunny,sports event
62,2,2,Jharkhand,30,0,100.0,43671.16,18.62606,-5.9885456,31.554814,71.8053,1161559,719,793,0,500.0,2,100.0,938.8,8732.45,sightseeing,sunny,sports event
34,2,1,Tamil Nadu,2,2,35000.0,36243.35,9.049668,126.5990916,35.078396,75.3706,740490,544,929,1,500.0,0,5000.0,890.85,3747.77,shopping,rainy,music festival
39,6,2,Tamil Nadu,22,1,2000.0,25604.01,36.133701,44.41454,30.571154,82.1102,298967,581,840,0,1000.0,1,1000.0,203.68,8112.58,sightseeing,rainy,music festival
66,5,2,Sikkim,9,1,35000.0,47824.23,31.396563,-70.4047314,31.922739,90.5325,964515,541,421,2,500.0,2,500.0,915.4,3897.21,shopping,rainy,art exhibition
80,7,2,Mizoram,23,0,5000.0,42248.01,14.093508,140.297972,33.27812,87.9959,1098042,643,698,0,500.0,2,5000.0,332.42,1749.66,sightseeing,sunny,sports event
41,5,1,Uttar Pradesh,30,2,1000.0,42838.82,23.207566,19.0438326,11.124374,91.0004,272548,610,110,1,2000.0,0,5000.0,7.17,9689.63,shopping,sunny,art exhibition
64,5,0,Rajasthan,26,2,15000.0,42507.2,20.497649,129.4828511,31.920487,71.6001,1233260,751,390,1,2000.0,1,100.0,386.52,1462.06,shopping,rainy,music festival
49,5,1,Maharashtra,18,0,35000.0,5626.55,31.35035,106.9010694,35.438794,85.5906,878752,855,280,0,500.0,2,2000.0,981.04,42.9,education,rainy,sports event
18,5,2,Andhra Pradesh,15,0,25000.0,43113.01,22.50509,1.206057,13.729798,76.2283,679651,766,836,0,2000.0,1,100.0,643.06,3320.17,education,rainy,music festival
56,5,2,Mizoram,28,2,25000.0,43542.77,13.664663,97.4110988,30.392473,91.4611,847750,916,144,1,1000.0,1,100.0,740.57,1360.35,sightseeing,cloudy,art exhibition
38,5,0,Meghalaya,14,2,500.0,13856.63,31.943253,110.3919493,19.607864,86.2963,1161030,813,635,0,1000.0,2,500.0,917.41,1518.09,shopping,cloudy,sports event
60,5,0,Madhya Pradesh,30,0,1000.0,24454.25,12.585332,109.963338,26.484052,73.4429,978744,370,415,2,2000.0,2,5000.0,797.75,7846.17,education,sunny,sports event
63,5,2,Assam,1,1,10000.0,13510.7,30.266627,5.6469613,10.654678,75.7965,1457493,71,918,0,500.0,2,100.0,764.9,3401.26,shopping,cloudy,sports event
38,3,2,Meghalaya,26,1,5000.0,40630.47,14.546617,-67.826868,36.846795,80.8791,1076625,205,779,1,500.0,0,100.0,105.26,1753.86,vacation,rainy,art exhibition
19,2,0,Chhattisgarh,10,1,5000.0,12018.63,12.283387,20.9789037,35.917091,82.394,28195,374,331,0,2000.0,0,500.0,110.04,6594.15,hiking,rainy,art exhibition
76,5,2,Nagaland,19,2,5000.0,3984.93,21.899829,-8.7370509,12.258362,84.7588,1126786,840,724,1,500.0,1,1000.0,888.87,8113.38,shopping,cloudy,art exhibition
